dataset,image_id,mean_r,mean_g,mean_b,std_r,std_g,std_b,mean_h,mean_s,mean_v,edge_density,grad_energy,spec_ratio,category
PolypDB_NBI,100H0097 (NBI),0.3866073,0.32207313,0.23360355,0.22768348,0.19764327,0.14768714,0.105713844,0.3830654,0.38895705,0.067084365,0.019506255,0.0012043896,PolypDB
PolypDB_NBI,9241eadd-fa33-45b7-9b91-4579526ad88e,0.3264821,0.31752133,0.23624685,0.24914719,0.22740036,0.1804429,0.12572227,0.3824718,0.37806776,0.059264082,0.025302248,0.002898341,PolypDB
PolypDB_NBI,88281c90-4248-4754-b03d-53530cbfe4e4,0.24220733,0.22901909,0.16528048,0.27501383,0.25202307,0.19980924,0.109750494,0.45897993,0.2903834,0.12509947,0.029932927,0.012812861,PolypDB
PolypDB_NBI,5bba3941-90fc-4b8c-b698-8e5cf1a69548,0.18642615,0.112929046,0.08031711,0.2216444,0.16371907,0.13499041,0.064289205,0.5048167,0.18650791,0.0891475,0.03285507,0.0118046515,PolypDB
PolypDB_NBI,100H0004,0.4554306,0.32416064,0.23558466,0.23165806,0.16917893,0.12630351,0.07218997,0.4494506,0.456875,0.059557613,0.018468637,0.0004951989,PolypDB
PolypDB_NBI,af4273cd-cb95-4169-bad0-04870b78f6b1,0.24182919,0.27093437,0.20210078,0.22201206,0.23143584,0.18553442,0.15887795,0.3561444,0.30050772,0.039629146,0.021734077,0.0026740935,PolypDB
PolypDB_NBI,4a396d53-b21c-4347-b615-c4ac5e00f733,0.12824677,0.17801104,0.10485031,0.13854428,0.1763429,0.123174794,0.20954357,0.3812836,0.1781069,0.14781359,0.034412704,0.005364312,PolypDB
PolypDB_NBI,77c5b97f-2e05-4dc6-aee4-fdd483a408eb,0.30498993,0.28241417,0.21042949,0.23787642,0.21094756,0.16993302,0.11421408,0.40382388,0.3537762,0.04374518,0.021734843,0.0037543403,PolypDB
PolypDB_NBI,9926df34-c381-4fb0-b7d0-19ba13d2172e,0.25658315,0.22090128,0.16089645,0.24101445,0.21854588,0.16785829,0.099439055,0.33891153,0.25897974,0.022046199,0.016397117,0.002842882,PolypDB
PolypDB_NBI,100H0090 (NBI),0.28200254,0.30302545,0.2195314,0.19624342,0.21353823,0.15839186,0.19226749,0.3078479,0.31211883,0.02505291,0.012998728,0.00020676691,PolypDB
PolypDB_NBI,842bd200-5200-4ee5-9315-e0a9ca9949e0,0.31959593,0.32243532,0.24215055,0.22802372,0.2212481,0.17598948,0.12910551,0.36578515,0.37007552,0.03531298,0.01959308,0.0036844136,PolypDB
PolypDB_NBI,93864fde-b0c8-4069-a099-5995f728eff2,0.11850802,0.15833825,0.11926184,0.11645933,0.18329875,0.14449897,0.15098217,0.3301616,0.16722201,0.037471063,0.016961353,0.0026765047,PolypDB
PolypDB_NBI,be9e77d1-c8af-4b4f-ab04-1446034e89d8,0.25657016,0.2482548,0.18603308,0.2437797,0.23592609,0.18958196,0.11939425,0.4418677,0.30567458,0.06311005,0.023592541,0.004289641,PolypDB
PolypDB_NBI,63d329d8-f62b-49c2-89dc-8679957f3d06,0.11591062,0.09870176,0.067252316,0.18816882,0.17541526,0.14486969,0.1220965,0.5068728,0.12807924,0.06508834,0.028137902,0.010880082,PolypDB
PolypDB_NBI,c560fc6a-8801-4b1a-8601-97c1ef3e017a,0.16408798,0.1883803,0.1287922,0.15727139,0.19540985,0.14743087,0.12533823,0.42599455,0.21217968,0.08559842,0.02187698,0.0005380136,PolypDB
PolypDB_NBI,ef255a03-6073-490a-90f6-2012fb854d33,0.26318738,0.2596742,0.19626746,0.2479653,0.24683729,0.20050028,0.12967692,0.44861007,0.31358692,0.074069254,0.030517846,0.0053578317,PolypDB
PolypDB_NBI,2a299bb4-d1d2-43bd-9dab-d9056639958a,0.14927433,0.1457146,0.112001725,0.14163317,0.14213817,0.12175992,0.14396463,0.28472647,0.15828834,0.054675445,0.027218008,0.007998168,PolypDB
PolypDB_NBI,9beceb0f-67a2-406a-a4dd-17709c6db742,0.2501285,0.21171151,0.1571597,0.202113,0.17082001,0.13275234,0.095654026,0.3108796,0.2511387,0.012895447,0.012871622,0.0024860147,PolypDB
PolypDB_NBI,ab171157-2547-4f03-8a38-c2e08f27c73f,0.35635975,0.34388936,0.296773,0.28110147,0.24331501,0.21358153,0.11875291,0.3127222,0.41035476,0.012642264,0.013504956,0.0014467592,PolypDB
PolypDB_NBI,7f4def9b-6f67-4482-ae55-d4a1dea2503c,0.2757028,0.23057248,0.1710578,0.24064057,0.2070768,0.16686818,0.09564401,0.46861082,0.3224659,0.017496143,0.013844288,0.0022810572,PolypDB
PolypDB_NBI,8bba2bff-ad66-4c62-83d8-61446b55cb52,0.24622081,0.24984118,0.18589485,0.2537053,0.24045023,0.1906249,0.12638226,0.40284726,0.29348987,0.03789786,0.018446019,0.0017915702,PolypDB
PolypDB_NBI,8d009acb-3b0e-4fe6-bcf3-76f610c7cf59,0.25725728,0.2900663,0.21577325,0.24022299,0.2496989,0.1955634,0.14347064,0.33690336,0.3074606,0.048464023,0.021484027,0.000998264,PolypDB
PolypDB_NBI,76144e5b-6e52-493f-825e-e2c551914a21,0.2869614,0.28518987,0.21186784,0.24920592,0.23789437,0.1867864,0.12209908,0.39469016,0.33726272,0.048963156,0.019845758,0.0006847994,PolypDB
PolypDB_NBI,0536c7fb-1aed-4dae-8f0e-e368ed4354bc,0.356604,0.34305626,0.33415866,0.3026803,0.28880134,0.28633186,0.2050061,0.1550927,0.3757997,0.13145496,0.03191846,0.036892362,PolypDB
PolypDB_NBI,dd3b237b-e6af-4efd-9ca8-4d408a2affb4,0.080720805,0.14287002,0.08258476,0.11785018,0.15486197,0.11807307,0.25426513,0.44172037,0.14292812,0.06971345,0.029784987,0.0060470016,PolypDB
PolypDB_NBI,a99381d2-67be-46b4-8951-4754d82934f6,0.33884323,0.32624388,0.24574123,0.24088609,0.22426794,0.1807914,0.13413341,0.41040164,0.3889528,0.03483073,0.020994179,0.005560378,PolypDB
PolypDB_NBI,6a4b75eb-bcb5-4082-8baa-3794deef2a75,0.28782392,0.30183172,0.22661182,0.24475092,0.24595608,0.19493967,0.13528971,0.36527225,0.33957866,0.023717206,0.016540263,0.0037760416,PolypDB
PolypDB_NBI,32362f3a-6408-4b7d-b9cf-810f8ce133b3,0.14662068,0.22710717,0.14478943,0.18888596,0.22751531,0.18341379,0.25119895,0.4001406,0.22764085,0.07677997,0.030750634,0.017451534,PolypDB
PolypDB_NBI,8e6a43ed-48e4-4542-b3ac-e6ace289b58f,0.3209385,0.2352485,0.17213325,0.24666387,0.19745518,0.15535942,0.079300955,0.38845664,0.32324836,0.045172647,0.024831453,0.008374325,PolypDB
PolypDB_WLI,e8605478-87c9-42d2-91bd-450f5aac583d,0.26021564,0.20262857,0.15292057,0.2679819,0.24703266,0.20901752,0.08257536,0.5226332,0.30691078,0.016411072,0.012146381,0.025959684,PolypDB
PolypDB_WLI,acf6a8b6-eaf6-4dfc-ae00-c00dca839ac0,0.45098045,0.29950476,0.19531235,0.3515918,0.24055307,0.18790492,0.093676925,0.5809323,0.49730495,0.01878617,0.014252466,0.010725308,PolypDB
PolypDB_WLI,HMUH_08 200822_200818_BN054_001,0.46236393,0.30191523,0.2734335,0.31672984,0.25139487,0.2457064,0.07505878,0.4176834,0.46428207,0.035815798,0.02553385,0.0540201,PolypDB
PolypDB_WLI,0bb3109e-c94e-4314-9154-450c0754dedd,0.36574402,0.1591917,0.107535645,0.32374278,0.17953253,0.13486832,0.04668115,0.5902625,0.36587292,0.101616755,0.029423762,0.0028460468,PolypDB
PolypDB_WLI,fd6ac121-04b6-4336-8a92-70f97c893696,0.41524866,0.23795626,0.16533563,0.34436142,0.23634349,0.19235827,0.061051283,0.5223488,0.41549465,0.025547357,0.018034395,0.026892843,PolypDB
PolypDB_WLI,0635b112-2c2a-4a6c-b430-68cd8b66ddd7,0.33228728,0.15456873,0.106152184,0.2513475,0.14878516,0.123403095,0.047820516,0.5567256,0.33242142,0.018529821,0.018142078,0.006704825,PolypDB
PolypDB_WLI,8c821725-bccd-4c0e-89cb-2f59ce70bd78,0.5165554,0.35364366,0.23507231,0.35784438,0.25243664,0.20426978,0.10586237,0.5814336,0.56300104,0.05631028,0.02560527,0.014819637,PolypDB
PolypDB_WLI,01e16988-9c35-473e-912c-ad3897fb4c9a,0.5083796,0.34142452,0.3241046,0.338692,0.29361638,0.26761916,0.34250835,0.4497518,0.5090138,0.025805663,0.02022217,0.08528213,PolypDB
PolypDB_WLI,8fe66972-3d3f-4aa4-9b54-fd48cb15cf71,0.49431658,0.31603757,0.26433343,0.35701168,0.27366188,0.2509689,0.047644354,0.4189864,0.49441332,0.07876158,0.024952859,0.07168451,PolypDB
PolypDB_WLI,HMUH_06 200731_200717_BN009_006,0.5586797,0.32576573,0.30915204,0.26594323,0.19251226,0.19234443,0.15626547,0.43030488,0.560627,0.034245446,0.029317694,0.014258008,PolypDB
PolypDB_WLI,7d047c7e-394b-4d55-b0cd-a597b7af6ccb,0.5348874,0.28056052,0.18806858,0.2172906,0.14051038,0.11425322,0.04430565,0.6212448,0.5349058,0.034245543,0.025007807,0.007283265,PolypDB
PolypDB_WLI,HMUH_09 200908_200828_BN047_008,0.4785148,0.31057653,0.27957052,0.26280746,0.19063622,0.17754345,0.06510233,0.4002161,0.4804393,0.025782036,0.026080096,0.01004397,PolypDB
PolypDB_WLI,7d05ba81-7d0f-4317-a7f1-0cdbefaf84c6,0.5936948,0.2873198,0.15246798,0.40926147,0.23792125,0.15927492,0.05862963,0.6021263,0.5938171,0.08948206,0.03079301,0.009272822,PolypDB
PolypDB_WLI,HMUH_06 200731_200720_BN033_001,0.6957306,0.49113223,0.43168038,0.32974228,0.24205433,0.22737692,0.06083539,0.36200574,0.697841,0.03537453,0.026458642,0.018615736,PolypDB
PolypDB_WLI,8b113434-8641-400d-9bcf-19742e2d6f2f,0.4835693,0.34335798,0.2740485,0.35844883,0.24761833,0.20809552,0.100691356,0.50383985,0.5299973,0.042611882,0.023964742,0.004504244,PolypDB
PolypDB_WLI,d4121a79-8ea5-410f-b6f1-aa6223f2f068,0.33492276,0.21501133,0.14941967,0.32795697,0.22456895,0.16828233,0.084325664,0.588715,0.38141352,0.10438368,0.025722967,0.0010127315,PolypDB
PolypDB_WLI,8ef89782-ba0a-4a07-ac1c-d38185f1ed09,0.3421582,0.18500254,0.121928915,0.28313938,0.18871683,0.14096642,0.055657286,0.5467304,0.34231165,0.14780681,0.03715706,0.0030788844,PolypDB
PolypDB_WLI,b891e9ba-209f-45bd-9a33-3374db60512a,0.4533967,0.31657612,0.2480205,0.34900653,0.23851992,0.19789694,0.086574204,0.48351938,0.499852,0.03306086,0.018735485,0.0088782795,PolypDB
PolypDB_WLI,080a45fa-c8b7-45be-a434-8d940ffdd4b3,0.49811175,0.30087417,0.24285166,0.34708264,0.25244385,0.21537478,0.06919749,0.5439331,0.49814582,0.02533411,0.018746989,0.0059927483,PolypDB
PolypDB_WLI,8424d0f0-782f-4a12-9d2e-bb2f7ed7d131,0.51999164,0.27489483,0.15585269,0.3975407,0.27490333,0.20129977,0.06624081,0.58201057,0.5201469,0.11744294,0.032695476,0.02899396,PolypDB
PolypDB_WLI,355612fb-98bc-494b-a7b9-6056243e620f,0.4063711,0.18862773,0.11968625,0.37249425,0.2440862,0.18080734,0.06771176,0.60801387,0.40649402,0.075972944,0.02507235,0.011117441,PolypDB
PolypDB_WLI,HMUH_07 200808_200804_BN028_004,0.5362144,0.3898098,0.35605145,0.30883694,0.24420774,0.22992212,0.06331258,0.32918522,0.53815085,0.027708072,0.024307935,0.032523554,PolypDB
PolypDB_WLI,HMUH_09 200908_200831_BN053_003,0.56215155,0.35048288,0.3227184,0.30643564,0.25362325,0.24372762,0.058062192,0.41793656,0.56426215,0.055572394,0.028607065,0.07241991,PolypDB
PolypDB_WLI,f0df75d5-4c63-4b0c-975a-76b98bc35d08,0.5202264,0.34825626,0.16931774,0.4169847,0.2784455,0.18406358,0.10103192,0.6223906,0.5672618,0.02633554,0.017179094,0.009408456,PolypDB
PolypDB_WLI,HMUH_09 200908_200828_BN043_007,0.5380798,0.35268193,0.30697092,0.3000446,0.21518092,0.19968574,0.064764686,0.41150898,0.5400422,0.06408291,0.031161625,0.014638034,PolypDB
PolypDB_WLI,f594b3a5-c4ef-4628-8dd9-ef59c5ffc005,0.40357324,0.21083575,0.12772182,0.38127458,0.22192681,0.14737178,0.052779604,0.554673,0.40368983,0.08547635,0.025842356,0.00511565,PolypDB
PolypDB_WLI,HMUH_06 200731_200716_BN005_003,0.46100438,0.31837946,0.27188975,0.27669543,0.20583853,0.18659437,0.06503091,0.3964438,0.46303412,0.030033762,0.02404803,0.007706501,PolypDB
PolypDB_WLI,56f21c12-979e-4004-82af-c63084f78066,0.3202663,0.17596819,0.11995054,0.30533332,0.18602766,0.14717266,0.05859916,0.54377294,0.32045168,0.10590052,0.032724258,0.005818685,PolypDB
PolypDB_WLI,8f5135a4-221b-4764-a5db-f837f1fe06d8,0.5603117,0.30679876,0.2157026,0.36994305,0.23484898,0.18061544,0.049519476,0.52149284,0.5604081,0.15370913,0.040971536,0.00829626,PolypDB
PolypDB_WLI,HMUH_06 200731_200723_BN054_005,0.63237125,0.4082972,0.3443223,0.29911456,0.20181409,0.17699483,0.054738328,0.42226765,0.6343642,0.031537373,0.026059475,0.0058228644,PolypDB
PolypDB_WLI,HMUH_08 200822_200817_BN046_002,0.64559764,0.40965292,0.37145847,0.31423825,0.21091184,0.19802444,0.06958599,0.39819047,0.64764404,0.045774184,0.03436799,0.020117776,PolypDB
PolypDB_WLI,ed53d9fc-c29d-446e-bb0c-08bce931342a,0.4605209,0.35917962,0.3031855,0.364608,0.29639888,0.27381322,0.10753378,0.465925,0.50741154,0.0453125,0.022593189,0.07567515,PolypDB
PolypDB_WLI,6cfb2ae2-0d49-461c-905b-08c6222dbde0,0.44697908,0.31661874,0.18877801,0.37981167,0.30307803,0.24612832,0.10481874,0.59764427,0.4939523,0.12930863,0.03076637,0.04446072,PolypDB
PolypDB_WLI,1f55defd-96ea-4356-abf1-92e849e5dd5a,0.46141163,0.2442389,0.123877935,0.3086142,0.17150365,0.10844105,0.078820385,0.61503494,0.4619236,0.025376158,0.016457189,0.0025824653,PolypDB
PolypDB_WLI,c0c3ac54-7d3d-444c-9eea-60b887201ee9,0.49387226,0.3337281,0.23681465,0.38403305,0.2619698,0.20648816,0.09944656,0.57841444,0.54054654,0.06875482,0.025660561,0.013785205,PolypDB
PolypDB_WLI,1,0.5313422,0.35691527,0.30943128,0.28641254,0.2227484,0.20256338,0.06446978,0.3629406,0.5320327,0.10877143,0.03733999,0.032371238,PolypDB
PolypDB_WLI,100H0046,0.6210849,0.36187664,0.23809849,0.25101528,0.16543207,0.1284654,0.054104406,0.58358145,0.6211065,0.016647462,0.016120378,0.009349109,PolypDB
PolypDB_WLI,61acb341-70f9-4dc0-903b-c11892501914,0.3987738,0.22034323,0.14887542,0.29432788,0.22347444,0.18331571,0.05309643,0.529573,0.39897612,0.06351725,0.027241433,0.024895562,PolypDB
PolypDB_WLI,e7485b15-f0df-4b26-b0ac-7588a3cae536,0.42609897,0.28513196,0.15976025,0.38085616,0.26650986,0.1914575,0.10547979,0.61678576,0.4727581,0.031963736,0.017184416,0.012618152,PolypDB
PolypDB_WLI,HMUH_07 200808_200804_BN029_006,0.48256287,0.27603516,0.23441663,0.26736394,0.19027862,0.18179184,0.057372708,0.49872467,0.48466462,0.029880654,0.025250219,0.008797896,PolypDB
PolypDB_WLI,06dc5789-ce01-45f2-b55c-313a39651449,0.28072923,0.20322895,0.15533733,0.23755603,0.19628926,0.16537799,0.08896113,0.5329853,0.3279386,0.023403741,0.015235185,0.003088831,PolypDB
PolypDB_WLI,8731c344-1396-49e3-be62-e2b321aaa754,0.47755992,0.28899956,0.24670188,0.33901924,0.21109933,0.1715763,0.02317512,0.34345165,0.47757325,0.010986571,0.009972692,0.001332692,PolypDB
PolypDB_WLI,963aee8e-1fba-4ce1-b927-683820e78854,0.4138929,0.24464433,0.17878883,0.33750233,0.22515409,0.17248361,0.055031247,0.51024556,0.41410542,0.012229938,0.013100753,0.0017192323,PolypDB
PolypDB_WLI,cab69f92-fed6-4ef3-b23d-e1229bfde98a,0.40652052,0.23868349,0.14886038,0.3600099,0.24848317,0.1880625,0.08925047,0.6355122,0.45401675,0.07767289,0.024889683,0.007084599,PolypDB
PolypDB_WLI,47844f79-22d7-4535-9a34-ab281612d869,0.4905357,0.2776462,0.12546293,0.3758206,0.24883987,0.16352877,0.0656408,0.6103062,0.4907083,0.046056677,0.022555996,0.012112088,PolypDB
PolypDB_WLI,8ab6322c-c23e-4565-92cf-e721962a8781,0.48060265,0.28218725,0.23471585,0.35825288,0.26058814,0.23524468,0.047057554,0.45929942,0.48074368,0.115979455,0.0359608,0.03997878,PolypDB
PolypDB_WLI,HMUH_08 200822_200810_BN009_003,0.6575133,0.48393667,0.44495293,0.32893565,0.26087677,0.24074349,0.054619797,0.3109987,0.6594853,0.025934359,0.024446324,0.055946924,PolypDB
PolypDB_WLI,HMUH_06 200731_200717_BN012_001,0.6167389,0.4081459,0.34318173,0.3509146,0.29274955,0.2562705,0.068382844,0.43272874,0.6189953,0.026459642,0.021284394,0.08532035,PolypDB
PolypDB_WLI,fdb0ba66-c727-47b5-a900-5778cdd57b9b,0.37372166,0.22625983,0.11403075,0.3292114,0.23592518,0.1667505,0.08075169,0.5869211,0.3744204,0.029410204,0.020216953,0.013686342,PolypDB
PolypDB_WLI,98f09d60-c706-401f-9e92-d0e85e661760,0.27732754,0.20625399,0.15838455,0.22600529,0.1926228,0.16500801,0.100358255,0.5525707,0.3238162,0.030169753,0.018667305,0.0046440973,PolypDB
PolypDB_WLI,be8706e9-8eea-4eba-a9b6-77c73c47dfad,0.514951,0.2997281,0.21183307,0.36296102,0.2738458,0.22909807,0.071605556,0.5439622,0.51546204,0.04207658,0.022659881,0.042469617,PolypDB
PolypDB_WLI,HMUH_06 200731_200724_BN062_005,0.6517401,0.458225,0.37380674,0.3152739,0.24037516,0.22082362,0.06796857,0.40566537,0.653709,0.054001257,0.03000156,0.027845478,PolypDB
PolypDB_WLI,ff2da7c0-8815-4e52-a7b4-bbb9c770b5bc,0.43556955,0.30558553,0.2284094,0.36019883,0.2726166,0.22996156,0.10200167,0.53739244,0.48172212,0.02962963,0.018843865,0.029542824,PolypDB
PolypDB_WLI,bde107b6-66a7-4197-a9c7-fab32291e8f3,0.55507785,0.36979866,0.20676917,0.39323637,0.29174167,0.23049448,0.078278765,0.53704953,0.55527824,0.10531051,0.033512395,0.024561,PolypDB
PolypDB_WLI,183d922c-ca35-46f0-b329-0fc89c468ccd,0.22123072,0.15553272,0.07219776,0.2841536,0.23919952,0.16247787,0.117367275,0.6819715,0.26732156,0.054628726,0.021943392,0.0072699655,PolypDB
PolypDB_WLI,2ba169c9-c390-4837-98db-7445b4a49d09,0.41261268,0.22688828,0.16397347,0.2950059,0.17704187,0.1350948,0.06809968,0.5220194,0.4133336,0.049971066,0.021067025,0.0027464314,PolypDB
PolypDB_WLI,6e0b132b-c5d8-40cc-88c3-8383e6e0e4a3,0.53657556,0.26625016,0.18466333,0.4126814,0.29229167,0.25569585,0.053086653,0.539471,0.53682125,0.057524506,0.024900008,0.061948422,PolypDB
PolypDB_WLI,6e543c23-3638-412f-8b0a-1e3a90bbb6f0,0.52312714,0.34439674,0.25879058,0.37179893,0.2305289,0.18491249,0.086461015,0.5214538,0.570473,0.04919946,0.021505237,0.009599248,PolypDB
PolypDB_WLI,100H0040,0.5992686,0.35836646,0.26907367,0.26268196,0.18531689,0.15695512,0.046100345,0.5277055,0.5993134,0.036941014,0.023582045,0.021622771,PolypDB
PolypDB_WLI,0c449477-fc39-45cc-924c-4f81a1676fbd,0.6208266,0.32133743,0.15105936,0.4189224,0.25227156,0.1575392,0.06353603,0.6040139,0.62091297,0.14197908,0.041769877,0.006297924,PolypDB
PolypDB_WLI,1d754078-52b0-4ab4-b582-8e9764adac24,0.42906305,0.29793712,0.22171485,0.3260165,0.24312682,0.19875948,0.09907435,0.5577957,0.47615337,0.023034818,0.016094452,0.011113523,PolypDB
PolypDB_WLI,0ac4f543-8c05-47e3-b2fd-cf514362f8a0,0.23101278,0.172738,0.12418611,0.23751588,0.19875816,0.17332287,0.09923551,0.42699933,0.23176917,0.013659819,0.012843976,0.024727527,PolypDB
PolypDB_WLI,0e328d3a-f844-49ae-a6a7-df47f3441427,0.5089785,0.33001462,0.23292814,0.35762584,0.2272074,0.17697214,0.09382644,0.5667212,0.5543406,0.025185667,0.017327083,0.004979263,PolypDB
PolypDB_WLI,0358c41c-21ef-441c-9265-524677d712fc,0.49758968,0.3458159,0.2800806,0.38899693,0.2585903,0.21536103,0.07995645,0.46298477,0.5441972,0.0646629,0.023864461,0.009688465,PolypDB
PolypDB_WLI,3aeab757-d5bf-47cd-94ad-7b28c8c2e6a2,0.35370097,0.23067178,0.16552085,0.31451368,0.22166201,0.16832617,0.081919566,0.5660107,0.40090904,0.06835485,0.023543522,0.0014874494,PolypDB
PolypDB_WLI,ce4e05a0-6565-401f-ae13-7ce76aa6a529,0.45391747,0.3067412,0.251821,0.33579284,0.27921316,0.2619739,0.04990975,0.42307365,0.45399997,0.079325356,0.032754127,0.07417354,PolypDB
PolypDB_WLI,HMUH_06 200731_200720_BN022_001,0.4787419,0.28958628,0.26140773,0.2854924,0.19715321,0.18710376,0.086674504,0.43572074,0.4806728,0.03529444,0.027169263,0.009699278,PolypDB
PolypDB_WLI,HMUH_09 200908_200831_BN053_001,0.54635584,0.3870142,0.34628648,0.34454483,0.26134923,0.23465012,0.068647094,0.3451821,0.5483813,0.03881674,0.024958745,0.023398241,PolypDB
PolypDB_WLI,61f754f4-96f5-4ea1-a2c6-c120f0e6545e,0.25927576,0.18606335,0.10854637,0.22883855,0.20391093,0.15006357,0.09043151,0.61281204,0.30582073,0.11209672,0.03359938,0.0016049986,PolypDB
PolypDB_WLI,e6553b76-fd9c-45a4-8aeb-8d7948a88aa3,0.4851117,0.3361591,0.2572671,0.32690248,0.22279303,0.18647009,0.09425247,0.51812786,0.5319023,0.04224537,0.022537071,0.014855807,PolypDB
PolypDB_WLI,36ccf00b-674d-42c4-84dd-532d989f4666,0.38238633,0.27215406,0.1695237,0.34581587,0.24781059,0.1744877,0.0911471,0.5772318,0.4294342,0.053048592,0.021966709,0.0023419415,PolypDB
PolypDB_WLI,d52e0e1a-a72e-45b7-b429-ee97a6bf542f,0.5428555,0.3501366,0.23773348,0.35168988,0.21836627,0.17356426,0.097433925,0.58103126,0.589017,0.050147086,0.025258848,0.007065008,PolypDB
PolypDB_WLI,6b91142e-3864-431e-925c-704351b42816,0.43885446,0.2582901,0.17175135,0.34974557,0.22205283,0.15507148,0.09098902,0.60153276,0.4858604,0.045211226,0.018734481,0.0013599537,PolypDB
PolypDB_WLI,HMUH_09 200908_200820_BN011_002,0.53657424,0.40637317,0.36789212,0.31961975,0.27309686,0.26265734,0.068050325,0.32142925,0.5386288,0.026732098,0.022043651,0.0920391,PolypDB
PolypDB_WLI,818fcba9-3ded-4299-a542-3e9a6da17874,0.5641319,0.29349965,0.18343058,0.3669569,0.21206729,0.17337163,0.09525623,0.6621605,0.61086625,0.018665606,0.014103144,0.001953125,PolypDB
PolypDB_WLI,5790fce4-92f1-4fce-9516-3d7c283c2f12,0.29729214,0.2119079,0.12189774,0.325835,0.23761024,0.16139366,0.10209462,0.615606,0.3440453,0.035576716,0.019296184,0.001937301,PolypDB
PolypDB_WLI,557490b6-3e20-4b7e-8cfc-98a2b42e2a18,0.5479996,0.32062012,0.13159907,0.37105823,0.23901719,0.16234706,0.07625104,0.61406904,0.54822844,0.093180336,0.033295847,0.0050885235,PolypDB
PolypDB_WLI,ef8d5827-b524-4815-93bc-e13ff3deac35,0.4551922,0.29527774,0.22514662,0.34184447,0.23697267,0.19531956,0.08875477,0.55184746,0.5019756,0.029918982,0.01820628,0.01006221,PolypDB
PolypDB_WLI,69a979db-1fe9-4e4b-b8ba-57aeeaa4c6e0,0.46600258,0.26073137,0.18962552,0.32521498,0.21246962,0.18598321,0.06685408,0.52275276,0.46634343,0.024763696,0.015355345,0.029354746,PolypDB
PolypDB_WLI,e73e4408-f8f9-426e-ba32-0d95541c19b7,0.43638903,0.22907,0.12876594,0.3682733,0.23147161,0.1656128,0.09555144,0.6726574,0.4835176,0.07705802,0.026372742,0.004328975,PolypDB
PolypGen_C1,718OLCV1_100H0002,0.640555,0.39469504,0.30018294,0.25760606,0.18819067,0.15383142,0.046954855,0.5147563,0.64059854,0.022526748,0.01549889,0.017080247,PolypGen
PolypGen_C1,106OLCV1_100H0014,0.6342333,0.4096115,0.31528908,0.19539247,0.15132432,0.12701294,0.049629264,0.48663345,0.634282,0.010903978,0.010184365,0.00907476,PolypGen
PolypGen_C1,231OLCV1_100H0010,0.6655624,0.3921838,0.2737823,0.22578008,0.16790746,0.13299593,0.050387967,0.5712051,0.66561097,0.0198738,0.018011138,0.015529493,PolypGen
PolypGen_C1,590OLCV1_100H0008,0.59800404,0.4108994,0.3035488,0.25063697,0.18977351,0.14586832,0.05902961,0.47632077,0.5980627,0.008231824,0.010713616,0.010832648,PolypGen
PolypGen_C1,356OLCV1_100S0007,0.4313859,0.31368768,0.19558729,0.40028843,0.32586896,0.2706779,0.10418954,0.5529459,0.43204492,0.040290534,0.019272845,0.08341057,PolypGen
PolypGen_C1,510OLCV1_100H0008,0.6166579,0.38907802,0.23595062,0.26303706,0.1663892,0.11345682,0.06794438,0.5830746,0.6166762,0.005698083,0.008596108,0.003332724,PolypGen
PolypGen_C1,887OLCV1_100H0002,0.68999493,0.38300917,0.26566586,0.24274276,0.16795826,0.12769055,0.04545932,0.59564495,0.6900271,0.005450617,0.012678722,0.0054341564,PolypGen
PolypGen_C1,459OLCV1_100H0016,0.6436794,0.3883386,0.24133365,0.267109,0.21765783,0.16047616,0.059330977,0.62733793,0.64370614,0.01668918,0.010909821,0.011041439,PolypGen
PolypGen_C1,124OLCV1_100H0004,0.6388356,0.42554,0.3102294,0.18572849,0.14360991,0.11306925,0.057142865,0.49582374,0.6388705,0.034321673,0.01814036,0.0069019203,PolypGen
PolypGen_C1,171OLCV1_100H0003,0.57587045,0.38859993,0.2964639,0.2827289,0.20712593,0.16434143,0.05444993,0.48066393,0.5758917,0.002644183,0.007089035,0.008899914,PolypGen
PolypGen_C1,497OLCV1_100H0004,0.64360267,0.3944798,0.30423874,0.26068744,0.17578483,0.14141689,0.043735456,0.5129344,0.64362115,0.0029705076,0.007946644,0.00048491082,PolypGen
PolypGen_C1,673OLCV1_100H0010,0.61849385,0.39287946,0.26904234,0.24245158,0.23421864,0.18496433,0.06010095,0.56706196,0.61852187,0.0083052125,0.00919422,0.021207819,PolypGen
PolypGen_C1,729OLCV1_100H0002,0.6101942,0.379711,0.304971,0.24765298,0.18643352,0.15989237,0.04144966,0.48928818,0.6102162,0.005101509,0.008239977,0.010414266,PolypGen
PolypGen_C1,651OLCV1_100H0010,0.6381571,0.4188749,0.30833653,0.22349699,0.18313037,0.15571243,0.057587992,0.5080155,0.6381928,0.0046765017,0.005823108,0.008950258,PolypGen
PolypGen_C1,409OLCV1_100H0010,0.6558929,0.3783504,0.24743398,0.25993752,0.17733249,0.12490197,0.052433457,0.6105419,0.6559305,0.012728326,0.011149152,0.0032204199,PolypGen
PolypGen_C1,195OLCV1_100H0002,0.54897267,0.36458588,0.26730224,0.26424927,0.26094526,0.23257095,0.06274183,0.53704476,0.54901683,0.023567902,0.01694273,0.082612485,PolypGen
